id,order_date,ship_mode,customer_id,sales
137946,9/1/2015,Second,DB-13615,979.104
137974,4/16/2015,First,LL-16840,2298.9
138002,9/6/2015,Standard,BT-11305,197.916
138009,11/29/2015,Standard,SF-20965,1542.47
138219,3/23/2015,Standard,BP-11095,33.36
138331,8/7/2015,Standard,JK-15625,106.8
138457,9/13/2015,Standard,AM-10705,13.092
138485,2/27/2015,Second,NP-18670,538.92
138492,5/15/2015,Standard,FC-14335,51.968
138534,7/17/2015,Second,JM-15535,195.466
138625,11/2/2015,First,EG-13900,197.72
138674,11/14/2015,First,KB-16585,259.864
138898,5/25/2015,Standard,JH-16180,845.728
138954,11/15/2015,First,MH-17785,224.934
139094,11/22/2015,Standard,MO-17800,206.962
139164,6/23/2015,Standard,CS-12355,366.99
139248,7/25/2015,Standard,RD-19930,623.96
139290,10/26/2015,Standard,MY-17380,5.76
139374,9/10/2015,Standard,AR-10345,179.886
139584,8/24/2015,Standard,EM-13810,310.364
139731,10/15/2015,Same Day,JE-15745,2717.31
139738,9/25/2015,Standard,DK-12895,128.744
139780,12/31/2015,Second,AH-10690,116.4
139850,6/12/2015,Standard,GB-14575,64.032
139962,12/13/2015,Standard,Dp-13240,57.32
140025,4/7/2015,Standard,PF-19120,847.2
140144,6/20/2015,Second,SC-20770,383.616
140221,3/5/2015,Second,MS-17365,257.32
140375,10/2/2015,Second,SG-20470,26.82
140410,11/3/2015,Standard,CM-12655,1345.418
140557,9/7/2015,Standard,TN-21040,559.93
140718,7/2/2015,First,FA-14230,246.364
140830,11/30/2015,Second,PS-18970,89.36
140921,2/3/2015,First,AA-10375,178.37
140984,9/14/2015,Standard,CC-12685,1884.144
141012,6/9/2015,Second,TG-21640,495.736
141040,10/9/2015,Second,TB-21250,655.88
141145,9/17/2015,Standard,DB-13405,87.168
141243,1/3/2015,Second,AH-10465,1757.8536
141250,1/19/2015,Standard,PM-18940,301.742
141327,11/30/2015,First,LR-16915,440.144
141565,9/20/2015,Standard,BG-11035,1664.132
141593,12/14/2015,Second,DB-12970,369.56
141740,11/1/2015,Standard,JF-15490,205.164
141754,12/20/2015,Standard,EM-14200,11.696
141768,5/25/2015,Second,NP-18685,14.73
141810,11/2/2015,Standard,BB-10990,374.076
141936,8/7/2015,Standard,PN-18775,19.152
142027,4/9/2015,Standard,JK-15370,369.912
142041,6/7/2015,Second,EM-13810,7.52
142055,5/8/2015,First,AB-10255,37.94
142139,8/31/2015,Standard,SD-20485,20.96
142202,9/18/2015,Second,JR-16210,717.12
142237,7/11/2015,First,CK-12595,676.734
142377,12/4/2015,Standard,MS-17980,85.96
142419,7/11/2015,Second,SC-20380,128.322
142433,4/20/2015,Standard,ES-14020,117.456
142454,8/15/2015,Standard,RE-19450,174.49
142475,12/3/2015,Standard,BS-11380,590.352
142601,4/18/2015,Second,DE-13255,1009.13
142692,10/23/2015,Standard,AG-10495,3.592
142734,4/16/2015,Standard,DM-13345,127.764
142755,9/4/2015,Standard,CS-12355,919.49
142930,11/28/2015,Standard,EB-14170,335.52
142937,12/5/2015,First,SF-20065,45.04
142944,3/6/2015,Standard,JL-15850,1555.244
142993,10/12/2015,Standard,KA-16525,99.86
143077,9/17/2015,Standard,SF-20965,28.524
143105,12/10/2015,Same Day,MA-17560,1033.234
143119,9/24/2015,Standard,MC-17275,517.5
143147,5/26/2015,Second,PS-18760,610.156
143238,9/6/2015,First,LO-17170,46.32
143364,7/14/2015,Second,TG-21310,860.916
143490,12/6/2015,Standard,NP-18325,339.334
143532,3/19/2015,Standard,DC-12850,14.496
143602,4/25/2015,Second,JS-15595,13.944
143616,9/27/2015,Second,SS-20140,99.2
143700,7/26/2015,Same Day,AS-10240,10.368
143882,6/26/2015,Standard,DB-13360,43.056
143980,12/25/2015,Standard,JK-15640,414.96
144043,5/10/2015,Standard,AB-10165,46.688
144099,11/29/2015,Same Day,PO-19195,4.304
144190,6/9/2015,Standard,NC-18415,12.96
144253,5/4/2015,Second,AS-10225,26.8
144267,8/21/2015,First,NZ-18565,632.148
144274,11/23/2015,Second,PW-19240,420.64
144288,12/25/2015,Standard,MB-17305,19.584
144302,6/19/2015,Standard,ME-17320,5.792
144386,11/5/2015,Standard,GT-14635,25.344
144519,11/13/2015,Standard,AW-10930,403.94
144652,11/20/2015,Standard,SN-20560,19.46
144722,3/16/2015,Standard,MF-18250,43.13
144806,12/6/2015,Standard,GH-14425,757.712
144890,12/25/2015,Standard,SM-20320,9.96
145065,12/12/2015,First,DK-13375,32.308
145184,11/27/2015,First,JD-16150,188.94
145324,11/15/2015,Standard,DH-13675,39.96
145352,3/16/2015,Standard,CM-12385,6412.77
145394,11/16/2015,Standard,MC-17605,295.968
145401,1/30/2015,Standard,JP-15520,14.304
145415,4/12/2015,Second,RD-19660,40.74
145457,3/24/2015,Second,CP-12085,46.9
145485,11/5/2015,Same Day,JM-16195,62.8
145758,10/30/2015,Same Day,BF-11020,1035.8
145814,11/19/2015,Standard,KD-16345,867.744
145821,5/1/2015,Standard,JB-15400,88.752
145828,10/5/2015,First,MB-17305,53.04
145835,5/13/2015,Second,BF-11170,238.384
145849,9/15/2015,Second,CT-11995,215.18
146038,2/9/2015,Standard,SJ-20215,203.92
146087,7/6/2015,Standard,PP-18955,301.96
146255,3/7/2015,First,EM-14140,807.54
146262,1/2/2015,Standard,VW-21775,1816.696
146290,5/4/2015,Standard,SV-20815,125.93
146465,11/20/2015,Standard,PB-18805,24.192
146486,11/9/2015,Second,DV-13465,1170.72
146563,8/24/2015,Standard,CB-12025,2645.021
146675,4/16/2015,Standard,SB-20185,1483.528
146696,12/14/2015,Standard,RD-19480,8.096
146829,3/10/2015,Same Day,TS-21340,1.112
146948,7/16/2015,Standard,MG-17890,299.75
147011,6/18/2015,Standard,HR-14830,13.632
147102,9/19/2015,Standard,NH-18610,66.36
147501,8/2/2015,Standard,Co-12640,564.768
147529,2/7/2015,Standard,DK-12835,324.11
147690,11/10/2015,Standard,SC-20020,577.584
147788,5/31/2015,Standard,TM-21010,1745.71
147816,9/24/2015,Second,CM-11935,35.12
147830,12/15/2015,First,NF-18385,4190.206
147851,12/3/2015,Standard,MP-17470,10.752
147879,5/7/2015,Standard,CC-12220,45.68
148180,7/26/2015,Standard,BP-11095,131.48
148250,12/13/2015,Standard,RP-19270,147.44
148376,12/27/2015,Standard,AG-10900,128.52
148432,11/7/2015,Second,MC-18130,33.48
148495,8/13/2015,Same Day,SF-20065,31.56
148628,12/6/2015,Standard,KM-16375,32.75
148635,7/25/2015,Second,MH-18025,1288.848
148705,3/12/2015,Standard,EB-14170,5.04
148712,4/17/2015,Standard,JM-15535,172.606
148859,12/28/2015,Standard,FH-14350,24.816
148873,10/1/2015,Standard,EM-13960,111.76
148964,5/26/2015,Standard,RD-19900,20.24
149083,9/25/2015,Standard,SH-19975,479.716
149097,10/20/2015,Standard,SV-20785,439.536
149300,11/22/2015,First,BH-11710,32.985
149342,4/20/2015,Standard,TS-21160,896.31
149384,7/10/2015,Same Day,EH-13945,3.366
149517,9/19/2015,Standard,FC-14245,60.84
149566,12/5/2015,Standard,GB-14530,51.6
149587,1/31/2015,Second,KB-16315,99.26
149601,5/28/2015,Standard,TB-21625,93.79
149636,1/6/2015,Standard,SP-20620,31.538
149650,10/24/2015,First,RD-19660,454.272
149678,4/13/2015,Second,AW-10840,12.88
149713,9/18/2015,Second,TG-21640,187.94
149734,9/3/2015,Standard,JC-16105,200.984
149748,5/31/2015,Second,EM-13825,345.26
149811,1/4/2015,Standard,CS-12250,72.24
149846,5/22/2015,Standard,SB-20185,3862.098
149909,11/13/2015,Standard,RA-19915,210.82
149972,9/21/2015,First,CD-12790,609.436
149993,3/19/2015,First,GA-14725,10.9
150196,7/2/2015,First,SR-20740,19.44
150308,12/15/2015,Standard,RR-19525,246.168
150413,10/19/2015,Second,CS-11860,1.72
150441,8/13/2015,Second,RA-19285,11.36
150511,9/18/2015,Standard,AB-10060,18.54
150560,12/11/2015,First,SW-20455,196.62
150714,10/26/2015,Standard,KH-16690,1215.269
150749,3/29/2015,Second,AS-10240,5.56
150770,5/3/2015,First,LC-16870,460.844
150791,9/6/2015,Standard,CC-12430,271.764
150875,11/16/2015,Standard,HK-14890,1001.196
151043,11/14/2015,Standard,MG-17680,47.984
151253,4/22/2015,Standard,AZ-10750,152.916
151470,9/20/2015,Standard,AM-10705,45.584
151547,1/17/2015,Standard,AH-10465,88.96
151589,12/27/2015,First,RE-19450,435.54
151624,9/8/2015,Standard,VW-21775,21.36
151680,11/19/2015,Second,TC-21475,141.96
151722,10/5/2015,Standard,IL-15100,288
151785,3/5/2015,Standard,JJ-15445,7.104
151841,4/27/2015,Standard,TC-21475,49.4
151869,9/25/2015,Same Day,CS-11950,122.622
152513,7/4/2015,Second,JP-16135,22.848
152527,10/17/2015,Same Day,CM-12190,77.88
152611,2/20/2015,Second,KA-16525,286.79
152681,1/17/2015,Standard,SC-20260,6.68
152891,10/25/2015,Standard,TB-21625,313.626
153038,12/18/2015,Standard,RB-19645,94.688
153073,11/13/2015,Same Day,HA-14905,17.496
153108,3/5/2015,Standard,SF-20200,84.61
153220,11/12/2015,First,YC-21895,15.7
153325,3/1/2015,Second,ST-20530,58.72
153381,9/24/2015,Standard,DE-13255,1423.34
153388,8/1/2015,Standard,PC-19000,1011.696
153416,11/24/2015,Standard,TS-21340,568.86
153423,6/22/2015,Standard,SW-20455,1217.568
153535,5/20/2015,Standard,SG-20470,169.544
153549,3/29/2015,Second,SL-20155,1166.92
153612,12/22/2015,Standard,BT-11305,17.12
153626,7/9/2015,Standard,EB-13870,5.16
153717,12/25/2015,Standard,DL-13495,255.58
153738,9/20/2015,First,AG-10270,37.68
153752,12/6/2015,Second,RO-19780,173.94
153794,9/11/2015,Standard,SB-20290,265.86
153878,4/25/2015,Standard,TS-21655,330.15
153906,3/16/2015,Standard,MS-17980,85.9
154144,12/20/2015,Standard,MH-17785,55.48
154200,6/18/2015,Standard,BG-11740,51.98
154284,12/21/2015,Second,SZ-20035,1349.63
154291,7/25/2015,Standard,YS-21880,457.04
154326,2/15/2015,Standard,RP-19855,974.9
154340,11/29/2015,First,EK-13795,56.3
154620,12/12/2015,Standard,LT-17110,348.928
154746,11/14/2015,First,PJ-18835,860.07
154795,12/20/2015,Standard,GZ-14470,22.288
154823,8/21/2015,Standard,KN-16390,637.27
154886,11/8/2015,Standard,SW-20455,119.9
154900,2/25/2015,Standard,SS-20875,25.87
154921,5/23/2015,Standard,EA-14035,186.69
154956,7/4/2015,Standard,IM-15070,1099.96
154970,1/5/2015,Standard,SR-20740,61.584
155040,11/10/2015,Standard,AH-10210,79.9
155054,6/13/2015,Standard,PS-19045,106.08
155068,10/23/2015,Same Day,RA-19285,78.456
155124,3/15/2015,Standard,KS-16300,16.776
155145,12/27/2015,Second,KN-16450,7.92
155306,4/17/2015,Standard,GA-14515,2572.5
155334,7/30/2015,First,HA-14920,226.13
155453,8/9/2015,Standard,RA-19885,4.608
155586,12/12/2015,Second,XP-21865,54.17
155600,12/4/2015,Second,RO-19780,1635.018
155635,5/9/2015,Standard,ME-17725,48.81
155761,12/11/2015,Same Day,SC-20800,206.328
156013,9/20/2015,Standard,TC-20980,85.848
156104,12/6/2015,Second,NP-18685,999.98
156118,12/8/2015,Standard,HG-14965,15.696
156146,10/26/2015,Second,AG-10495,174.304
156153,5/31/2015,Second,CW-11905,7.56
156328,11/30/2015,Standard,RM-19375,177.48
156335,9/25/2015,Second,PO-19195,183.4
156377,12/31/2015,Standard,TB-21625,18.416
156440,12/5/2015,Standard,MH-17620,44.46
156482,2/6/2015,Standard,IL-15100,1558.42
156510,9/25/2015,Standard,EH-13990,63.14
156524,11/20/2015,Standard,DL-12865,19.65
156566,10/1/2015,First,EM-13960,572.8
156608,10/24/2015,Standard,MT-18070,3.592
156734,6/18/2015,First,BV-11245,670.001
156755,1/12/2015,Standard,YS-21880,465.18
156853,12/3/2015,Second,HP-14815,184.66
156923,2/16/2015,Standard,SP-20860,35.88
157028,11/28/2015,Standard,MA-17995,8.28
157035,12/9/2015,First,KB-16600,34.02
157084,12/19/2015,Standard,JG-15160,1941.81
157133,11/28/2015,Standard,LC-16885,151.96
157287,12/22/2015,First,HR-14830,456.193
157322,7/2/2015,Standard,RH-19600,1305.81
157343,6/7/2015,Standard,HD-14785,52.248
157434,4/29/2015,Second,JK-15640,7.968
157770,12/13/2015,First,RD-19585,808.666
157805,8/31/2015,Standard,RH-19510,555.96
157812,3/22/2015,Standard,DB-13210,162.072
157959,2/3/2015,First,RW-19540,136.92
158148,12/20/2015,Standard,JM-15865,36.27
158323,11/30/2015,First,AB-10600,17.088
158351,6/20/2015,Second,BC-11125,319.984
158421,9/21/2015,Standard,GB-14575,3631.96
158456,12/24/2015,Standard,KT-16465,65.856
158491,6/4/2015,Second,BP-11155,1109.95
158554,11/9/2015,Same Day,CM-12190,11.352
158659,11/10/2015,Second,SC-20695,714.3
158701,1/5/2015,Standard,JL-15175,143.52
158792,12/26/2015,Standard,BD-11605,22.2
158918,12/20/2015,Second,AI-10855,17.12
158939,11/26/2015,Standard,EA-14035,599.99
159380,5/12/2015,Standard,CS-12505,38.52
159534,3/20/2015,First,DH-13075,1445.674
159590,7/18/2015,First,KC-16255,5.76
159779,9/25/2015,Standard,SB-20185,68.62
159786,10/12/2015,Second,RK-19300,209.67
159863,9/4/2015,Second,DS-13180,134.376
160059,11/27/2015,Standard,TB-21190,6.24
160171,10/19/2015,Standard,RM-19675,1910.7
160213,3/8/2015,Standard,AR-10825,19.44
160227,11/2/2015,First,ED-13885,2621.322
160472,7/20/2015,Second,RK-19300,1238.33
160696,9/6/2015,Standard,CK-12760,7.24
160787,9/25/2015,Same Day,BM-11785,2.946
160794,8/6/2015,First,MS-17980,27.216
160864,5/3/2015,First,NF-18595,13.848
161214,10/5/2015,Second,SF-20965,77.55
161242,6/1/2015,Standard,CG-12040,11.76
161263,4/16/2015,Standard,TS-21160,239.204
161445,9/7/2015,Second,CC-12610,140.736
161452,4/5/2015,Standard,CA-11965,892.224
161627,7/6/2015,Standard,SJ-20215,170.352
161711,11/28/2015,Standard,MC-17425,130.4
161718,12/4/2015,Standard,SO-20335,794.574
161767,11/20/2015,Standard,GK-14620,479.988
161795,12/21/2015,Second,AH-10075,3.008
161830,9/24/2015,Second,ME-17725,50.912
161998,5/1/2015,Standard,DB-13120,277.632
162047,11/3/2015,First,FH-14365,1448.82
162166,9/8/2015,First,NM-18520,68.28
162201,6/8/2015,Standard,AG-10495,937.608
162369,8/15/2015,Standard,TT-21265,323.1
162376,11/22/2015,Second,HD-14785,77.06
162537,10/28/2015,Standard,RD-19585,104.51
162544,12/16/2015,First,SG-20080,4.98
162607,5/12/2015,Standard,RO-19780,14.592
162621,9/5/2015,Standard,CA-12055,89.86
162761,10/9/2015,Standard,SC-20575,50.462
162782,2/21/2015,Standard,PW-19240,2541.98
162887,11/7/2015,Second,SV-20785,715.2
162950,6/28/2015,Second,DW-13585,498.492
162964,11/12/2015,Standard,MF-18250,304.224
163055,8/9/2015,Standard,DS-13180,646.63
163090,11/17/2015,Second,GH-14665,40.92
163104,3/19/2015,Standard,MC-18130,11.96
163181,11/7/2015,Standard,AB-10105,671.002
163237,8/7/2015,Second,EM-14095,520.03
163440,3/22/2015,First,RD-19900,15.984
163587,3/14/2015,Standard,EP-13915,688.46
163734,6/19/2015,Standard,KM-16375,228.92
163762,11/27/2015,Standard,JE-15475,29.79
163895,8/7/2015,Standard,NS-18640,3.304
163923,5/30/2015,Standard,BD-11560,151.96
163965,11/20/2015,Standard,SS-20875,377.902
164007,6/8/2015,Standard,MG-17695,145.504
164084,9/7/2015,Standard,AG-10525,654.772
164301,3/26/2015,Standard,EB-13840,3393.68
164336,7/5/2015,Standard,MW-18220,73.776
164427,7/31/2015,Standard,AR-10405,239.7
164441,11/8/2015,Standard,AC-10450,70.212
164497,11/28/2015,First,AJ-10945,45.28
164539,11/16/2015,Standard,PO-19180,523.25
164567,6/15/2015,Standard,GK-14620,225.576
164623,10/20/2015,First,MS-17770,24.56
164777,1/27/2015,First,SC-20305,2803.92
164833,6/4/2015,Same Day,LL-16840,16.64
164882,10/31/2015,Same Day,SG-20080,2562.171
165050,12/7/2015,First,AH-10210,801.988
165057,9/11/2015,Standard,SC-20725,189.99
165085,12/27/2015,Standard,BT-11485,384.86
165162,5/14/2015,Standard,HG-15025,1117.92
165414,12/21/2015,First,LS-17245,47.976
165554,5/18/2015,Standard,AJ-10780,10.86
165624,8/23/2015,Standard,FH-14350,1142.43
165799,6/29/2015,First,SG-20470,117.882
165813,3/20/2015,Second,BM-11785,29.304
166135,10/1/2015,Standard,SC-20440,139.424
166219,8/28/2015,Standard,BP-11185,1203.441
166338,12/6/2015,First,MP-18175,14.832
166464,9/12/2015,Standard,PG-18895,492.584
166492,4/7/2015,First,RP-19390,48.5
166583,6/26/2015,Standard,VD-21670,971.88
166604,5/15/2015,Second,AH-10690,17.94
166800,11/19/2015,Standard,AG-10300,31.08
166947,6/5/2015,Standard,EB-13750,1522.638
166975,11/26/2015,Standard,SH-20635,692.472
167010,4/5/2015,Standard,VT-21700,1636.356
167255,9/27/2015,Second,RH-19510,175.29
167269,6/16/2015,Standard,PB-19150,6.208
167374,3/26/2015,Second,GM-14500,56.808
167479,3/14/2015,Standard,AI-10855,19.44
167696,9/16/2015,Standard,BD-11500,31.12
167745,9/18/2015,Standard,GB-14530,52.98
168004,10/4/2015,Second,DJ-13420,392.94
168088,3/19/2015,First,CM-12655,449.0496
168186,9/10/2015,Standard,AB-10150,14.94
168207,11/2/2015,Standard,LT-17110,738.899
168277,5/29/2015,Standard,KB-16315,12.39
168459,11/22/2015,Standard,MC-17275,58.05
168480,9/21/2015,Standard,DM-12955,220.31
168529,10/8/2015,Standard,MB-17305,145.9
168564,8/8/2015,Same Day,TT-21220,158.672
168634,12/6/2015,Standard,AF-10870,7.78
168746,1/27/2015,Second,SV-20365,769.332
168760,9/22/2015,Second,MM-18280,61.44
168767,4/10/2015,Standard,DM-12955,12.832
168809,8/25/2015,Same Day,MC-18100,31.782
169201,9/28/2015,First,HG-14965,86.82
169278,5/21/2015,Standard,ME-18010,26.976
169299,8/24/2015,First,DO-13435,7.152
169397,12/24/2015,First,JB-15925,627.924
169537,9/3/2015,Second,JH-15820,7.5
169572,9/6/2015,Standard,AG-10525,46.62
169656,8/13/2015,First,EJ-13720,422.856
169677,1/13/2015,Second,KS-16300,9.82
169733,10/22/2015,Second,GM-14500,9.952
169740,2/20/2015,Standard,LM-17065,29.99
169796,11/9/2015,Standard,Dp-13240,2339.84
100041,11/20/2016,Standard,BF-10975,328.54
100083,11/24/2016,Standard,CD-11980,24.784
100153,12/13/2016,Standard,KH-16630,63.88
100244,9/20/2016,Standard,GM-14695,475.694
100300,6/24/2016,Second,MJ-17740,4823.09
100307,12/15/2016,Standard,TC-21475,19.44
100468,11/24/2016,Standard,AT-10435,43.46
100510,5/12/2016,Standard,HM-14860,641.98
100587,12/10/2016,Standard,SL-20155,6.48
100671,11/1/2016,First,CS-12490,111.672
100790,6/26/2016,Standard,JG-15805,718.95
100944,9/24/2016,Standard,EH-13765,868.14
100965,7/7/2016,Standard,RM-19375,215.65
100993,2/5/2016,Standard,AZ-10750,918.966
101161,10/13/2016,Standard,BW-11110,279.67
101168,12/25/2016,Standard,SS-20140,21.12
101189,2/4/2016,Standard,JB-15400,93.02
101329,4/22/2016,Standard,MM-17920,35.01
101336,11/13/2016,Standard,CK-12760,279.81
101343,7/17/2016,Standard,RA-19885,77.88
101378,7/14/2016,Same Day,RH-19600,29
101385,9/25/2016,Standard,JW-16075,16.56
101448,2/27/2016,Second,EB-13930,56.82
101469,7/2/2016,Standard,KH-16360,7.7
101525,5/1/2016,Second,CM-12235,140.52
101546,12/18/2016,Standard,GK-14620,1793.98
101623,2/28/2016,Standard,RR-19525,36.48
101630,2/19/2016,Second,CK-12760,34.38
101651,12/24/2016,Standard,SC-20305,83.72
101672,10/3/2016,Standard,DB-12910,1027.676
101693,6/25/2016,Second,LC-17140,117.958
101742,9/23/2016,Second,CR-12580,10.528
101791,5/27/2016,Standard,BS-11665,1328.128
101938,1/7/2016,Standard,DW-13480,34.58
101966,7/14/2016,Second,BM-11785,419.944
101980,8/19/2016,First,RP-19390,448.792
101987,6/24/2016,Standard,HL-15040,440.91
102092,12/9/2016,First,PM-18940,1056.86
102127,6/26/2016,Standard,VP-21760,198.67
102134,3/14/2016,Standard,SP-20545,16.74
102162,9/11/2016,Standard,JF-15565,1611.01
102456,2/27/2016,First,DL-12865,170.88
102498,7/24/2016,First,JG-15160,73.2
102561,7/18/2016,Standard,NK-18490,313.84
102596,12/27/2016,First,RD-19810,17.184
102792,12/13/2016,Standard,JC-15340,9.84
102813,7/2/2016,First,EA-14035,569.902
102932,9/19/2016,Second,SD-20485,53.37
102981,9/6/2016,Second,MO-17500,754.212
103037,7/25/2016,Standard,KH-16630,15.712
103107,7/4/2016,Same Day,RB-19465,274.856
103128,11/11/2016,Standard,SC-20845,14.112
103163,6/7/2016,Standard,FM-14290,9.514
103359,12/22/2016,Standard,LC-16885,25.584
103464,11/18/2016,Standard,PG-18820,595
103709,9/8/2016,Standard,LP-17095,310.86
103730,6/12/2016,First,SC-20725,487.5
103891,7/12/2016,Standard,KH-16690,95.76
103919,10/3/2016,Standard,TP-21565,38.08
103947,4/1/2016,Standard,BB-10990,61.704
103982,3/3/2016,Standard,AA-10315,4406.072
104150,8/3/2016,Second,AG-10330,248.82
104157,7/25/2016,Standard,MT-17815,2503.47
104276,11/27/2016,Standard,HF-14995,447.783
104311,5/2/2016,Standard,AS-10090,36.648
104633,6/12/2016,Standard,EA-14035,198.84
104689,12/1/2016,Standard,FH-14365,23.04
104969,4/8/2016,Standard,EH-14125,129.976
104983,7/3/2016,Same Day,FM-14215,123.92
105018,11/28/2016,Standard,SK-19990,7.16
105081,12/25/2016,Standard,JE-15715,2445.602
105207,1/3/2016,Standard,BO-11350,1604.73
105256,5/20/2016,Same Day,JK-15730,1363.96
105263,8/6/2016,Standard,LM-17065,38.34
105277,12/4/2016,Standard,LM-17065,15.528
105284,11/24/2016,Standard,MG-17650,4.416
105291,10/30/2016,Standard,SP-20920,3.62
105354,12/2/2016,Standard,PW-19030,115.84
105459,8/12/2016,Second,NP-18700,1800.168
105473,4/16/2016,Second,BM-11785,28.8
105494,11/10/2016,First,PC-18745,225.828
105585,8/26/2016,First,RF-19735,165.13
105662,5/5/2016,Standard,RB-19465,270.728
105732,9/13/2016,Standard,AG-10270,2374.73
105746,12/30/2016,First,BD-11605,170.786
105753,10/20/2016,Standard,LC-16960,61.1
105760,6/19/2016,First,KC-16255,17.12
105781,2/16/2016,Standard,JF-15565,416.616
105816,12/11/2016,Standard,JM-15265,1045.21
105900,9/17/2016,Standard,BS-11590,33.4
105963,11/15/2016,Standard,SC-20770,99.39
106075,9/18/2016,Standard,HM-14980,4.616
106243,9/30/2016,Standard,GM-14680,523.92
106278,9/2/2016,Second,BM-11140,281.916
106306,3/8/2016,Same Day,PG-18820,9.702
106341,10/20/2016,First,LF-17185,7.152
106383,3/19/2016,Second,BT-11440,72.294
106397,7/7/2016,Standard,MJ-17740,58.94
106460,2/19/2016,Second,GT-14710,70.88
106530,5/8/2016,Same Day,CL-12565,1110.344
106558,1/17/2016,Standard,DL-13495,316
106621,9/29/2016,Second,DM-12955,10.496
106656,9/23/2016,First,DV-13045,22.98
106894,2/7/2016,Same Day,CA-12265,107.83
106915,11/26/2016,Standard,GA-14515,17.856
106950,9/2/2016,Standard,JE-15715,1854.241
107104,11/26/2016,Standard,MS-17365,4104.174
107146,6/17/2016,First,LC-16885,749.488
107202,5/21/2016,Standard,LC-16930,2396.4
107216,6/14/2016,First,PV-18985,53.7
107328,8/8/2016,Standard,CA-12055,1016.184
107475,6/7/2016,Standard,RS-19870,9.648
107615,3/22/2016,First,RB-19645,58.58
107783,7/28/2016,First,OT-18730,1556.694
107790,11/20/2016,Standard,EH-13990,151.192
108056,9/29/2016,Standard,ES-14080,859.2
108105,2/16/2016,Standard,GW-14605,323.88
108196,11/25/2016,Standard,CS-12505,5016.549
108210,5/30/2016,Same Day,AT-10735,303.92
108224,5/14/2016,Same Day,TH-21235,185.528
108350,6/6/2016,Second,SC-20230,105.52
108364,12/19/2016,Standard,BP-11050,1.8
108434,12/5/2016,Second,JG-15160,465.18
108567,5/20/2016,Standard,DB-13210,2.694
108581,6/20/2016,Standard,EA-14035,106.336
108616,9/29/2016,Standard,JK-15730,298.83
108630,11/18/2016,Same Day,BE-11410,61.12
108644,9/30/2016,First,SJ-20215,1.964
108735,4/17/2016,Standard,JM-15535,257.499
108868,9/8/2016,Standard,KB-16585,130.328
108875,9/24/2016,Standard,CL-12700,532.496
108882,1/9/2016,Standard,LA-16780,727.878
108959,3/10/2016,Second,MH-17785,104.696
108987,9/8/2016,Second,AG-10675,2620.9376
109057,4/22/2016,Standard,TT-21460,23.952
109176,5/9/2016,Standard,JW-16075,88.704
109344,2/8/2016,Second,CH-12070,1127.976
109365,11/3/2016,Standard,XP-21865,561.73
109400,5/2/2016,Standard,NR-18550,366.744
109407,1/24/2016,Second,HG-14965,31.36
109652,4/10/2016,Standard,QJ-19255,13.568
109666,4/19/2016,Standard,KM-16720,633.04
109722,12/5/2016,Second,TP-21130,1284.8
109743,9/22/2016,Standard,SH-19975,104.712
109806,9/17/2016,Standard,JS-15685,100.164
109820,11/20/2016,First,AG-10390,32.751
109827,12/25/2016,Standard,LW-16825,499.303
109869,4/22/2016,Standard,TN-21040,1588.323
109911,5/12/2016,Standard,VG-21805,10.96
109925,11/6/2016,Second,IM-15070,84.84
109953,7/14/2016,Standard,RB-19360,292.796
110009,9/8/2016,Standard,TR-21325,74
110023,9/9/2016,First,TS-21610,14.624
110044,6/28/2016,Second,RF-19735,359.976
110086,9/18/2016,Standard,BD-11320,239.984
110254,8/4/2016,Standard,ML-17755,158.81
110366,9/5/2016,Second,JD-15895,82.8
110492,2/12/2016,First,JS-15880,1366.04
110499,4/7/2016,First,YC-21895,1199.976
110730,9/23/2016,Second,CM-11815,13.68
110772,11/20/2016,Second,NZ-18565,380.546
110898,3/6/2016,Standard,LC-16870,309.082
110975,12/25/2016,Standard,DB-12970,1179.822
110982,6/5/2016,First,CK-12205,79.792
111010,1/22/2016,Standard,PG-18895,7.56
111115,7/25/2016,Second,LB-16735,21.48
111143,11/19/2016,First,TT-21265,54.96
111213,4/1/2016,Standard,FP-14320,1384.924
111283,2/29/2016,Standard,LC-16870,111.104
111318,7/23/2016,First,IL-15100,115.136
111409,9/18/2016,Standard,PO-18850,3
111416,9/17/2016,Standard,LW-17215,232.4
111493,10/21/2016,First,CM-12160,98.16
111605,12/27/2016,Standard,JW-15955,2.61
111682,6/17/2016,First,TB-21055,655.09
111696,5/8/2016,First,TB-21625,17.94
111794,10/1/2016,Same Day,HG-15025,107.864
111913,8/4/2016,Second,LC-16930,335.12
111941,12/25/2016,Second,BD-11620,33.568
111976,3/8/2016,Standard,BD-11620,114.56
112025,7/30/2016,Standard,LS-16975,9.264
112060,12/4/2016,Standard,KT-16465,104.85
112102,4/12/2016,Standard,BD-11605,448.81
112109,7/8/2016,Standard,JE-15715,725.072
112123,3/3/2016,Standard,BH-11710,1094.25
112256,7/23/2016,Standard,CK-12205,203.648
112277,9/10/2016,Standard,SC-20695,519.68
112340,10/21/2016,Standard,NM-18520,22.92
112382,5/9/2016,Standard,MB-18085,19.136
112389,10/29/2016,Standard,JM-15655,52.41
112578,12/29/2016,Standard,FO-14305,41.99
112585,7/30/2016,First,RW-19630,715.64
112669,4/14/2016,Same Day,KT-16465,976.512
112676,5/5/2016,First,PJ-18835,14.352
